PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PFGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PCEL,PLEL,TLEL,PREL,TREL,PCOL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PMGS,PQGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PTPS,PLSS,PTSS,PWSS,PFTS,PMTS,PQTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
4,4,4,4,59,Cato,June,97,75,0,6,19,83,0,7,17183,10,17183,82,24,5,0,0,87,0,0,0,60,0,0,79,5,25,1015,82,74,26,52,0,3,32,0,0,0,65,9,9,9,9,117,100,2,0,2,0,40,0,0,59,0,3,6,3,0,6,57,50,75,1,455,39,0,1,78,23,63,73,65,2,2,2,2,30,11,0,41,23,7,18,4,37,8,22,0,13,13,60,58,23,74,1,7,23,10,97,0,72,58,999,0,1,-31,0,0,170
3,3,3,3,13,Aaron,Moorehead,23,85,0,0,20,86,0,7,17184,10,17184,85,23,2,0,1,80,0,0,0,80,0,0,82,3,63,1009,75,9,10,26,0,7,58,0,0,0,92,0,1,0,1,84,100,0,0,1,0,45,0,0,85,2,1,0,1,0,15,24,48,89,1,460,64,0,1,75,18,60,74,64,0,0,0,0,0,15,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,23,0,75,40,999,66,1,-31,0,0,152
4,4,4,4,26,Joe,Iorio,22,68,0,0,20,45,0,7,17258,10,17258,46,22,18,0,0,83,0,0,0,26,0,0,43,0,63,1009,85,12,79,79,0,3,20,0,0,0,84,0,0,0,0,164,100,0,0,1,0,45,0,0,60,2,1,0,1,0,15,27,15,11,1,452,28,0,1,70,16,82,59,46,0,0,0,0,22,28,25,36,24,25,27,0,50,16,36,0,7,7,0,51,50,75,9,45,0,3,22,0,75,142,999,0,0,-31,0,0,125
4,4,4,4,14,Tom,Lopienski,68,72,0,0,32,69,0,4,17262,10,17262,62,25,6,0,1,77,0,0,0,64,0,0,54,0,63,1009,70,12,52,61,0,11,61,0,2,0,89,0,0,0,0,152,100,0,0,1,3,0,0,0,36,2,2,0,2,0,15,36,53,52,1,456,61,0,1,85,15,66,68,53,2,2,2,2,9,10,35,29,39,38,29,0,71,31,27,0,2,2,0,0,85,100,5,44,0,0,68,0,72,86,999,0,1,-31,0,0,128
1,2,1,2,14,Ran,Carthon,23,85,0,0,11,81,0,5,17307,10,17307,85,23,7,0,0,85,0,0,0,65,0,0,81,5,63,1009,87,31,32,35,0,8,70,0,0,0,65,0,0,0,0,62,100,0,0,1,0,1,0,0,35,2,1,0,1,0,15,11,33,65,0,439,67,0,1,90,14,65,65,48,2,2,2,2,0,25,75,32,34,11,44,0,77,20,15,0,1,1,50,15,5,82,1,23,13,7,23,0,71,64,999,25,0,-31,0,0,177
7,5,7,5,15,Ben,Hartsock,140,85,0,30,18,72,0,7,17347,10,17347,67,24,9,0,0,86,0,0,0,72,0,0,66,0,5,1015,85,35,50,58,0,8,63,0,2,0,55,0,0,0,0,156,100,2,2,3,0,45,0,0,80,2,3,30,3,0,3,11,31,73,0,450,59,0,1,97,17,70,71,63,2,2,2,2,5,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,5,91,1,2,17,23,140,0,76,100,999,5,0,-31,0,0,126
7,7,7,7,23,LOLB,#55,122,82,0,56,18,86,0,7,17448,10,17448,81,23,4,0,0,80,0,0,0,55,0,0,83,5,11,1015,74,75,16,49,0,8,42,0,0,0,90,2,2,2,2,64,100,0,0,4,2,20,0,0,55,0,4,56,4,0,4,20,39,68,0,0,48,0,1,89,16,62,68,50,2,2,2,2,0,25,0,20,35,11,4,0,0,28,7,0,13,13,14,52,60,87,3,0,21,11,122,0,73,66,999,0,0,-31,4,0,177
6,5,6,5,25,Gilbert,Gardner,144,85,0,45,16,83,0,5,17455,10,17455,77,22,9,0,0,78,0,0,0,50,0,0,81,4,6,1015,75,75,12,47,0,8,34,0,0,0,76,8,8,8,8,169,100,0,0,3,0,25,0,0,51,1,3,45,3,0,3,11,43,63,0,446,39,0,1,88,24,65,70,60,2,2,2,2,0,19,39,9,26,0,40,0,0,6,28,0,15,15,0,28,25,25,0,27,0,11,144,0,73,69,999,0,0,-31,4,0,164
4,4,4,4,10,CB,#42,115,91,0,39,22,90,0,7,17489,10,17489,88,22,1,0,0,79,0,0,0,73,0,0,90,5,29,1015,86,35,15,20,0,7,21,0,0,0,85,8,8,8,8,251,100,2,2,3,0,50,0,0,42,2,3,39,3,0,4,15,41,80,0,0,34,0,1,94,21,37,67,52,0,0,0,0,0,10,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,115,0,68,8,999,20,0,-31,2,0,176
5,3,5,3,19,Von,Hutchins,99,87,0,33,17,92,0,1,17491,10,17491,90,23,2,0,0,85,0,0,0,55,0,0,92,5,8,1015,75,49,16,30,0,7,26,0,0,0,82,8,8,8,8,159,100,2,2,3,0,35,0,0,27,2,3,33,3,0,6,26,32,81,0,451,26,0,1,93,8,51,63,42,0,2,0,2,1,1,75,25,19,11,10,0,72,9,13,0,16,16,95,39,0,52,0,12,8,7,99,0,69,25,999,32,0,-31,0,0,177
2,2,2,2,19,Bob,Sanders,310,94,0,76,12,94,0,1,17499,10,17499,93,23,5,0,0,97,0,0,0,60,0,0,90,4,12,1015,87,75,24,24,0,13,46,0,0,0,95,0,1,0,1,89,100,0,0,4,3,1,0,0,21,2,4,76,4,0,2,10,52,79,0,470,44,0,1,97,9,63,79,58,0,0,0,0,0,30,51,8,29,0,40,0,0,0,43,1,17,17,100,0,10,0,0,17,0,17,310,1,68,44,649,25,0,-31,0,0,163
4,4,4,4,14,Rex,Richards,23,70,0,0,14,44,0,7,17524,10,17524,44,23,17,0,0,80,0,0,0,12,0,0,44,0,63,1009,80,16,64,65,0,12,28,0,0,0,54,0,0,0,0,217,100,0,0,1,3,55,0,0,62,2,1,0,1,0,15,12,2,29,1,469,10,0,1,100,26,82,52,63,2,2,2,2,36,29,19,62,34,32,38,22,78,52,23,0,6,6,0,100,62,77,33,0,0,40,23,0,76,155,999,0,0,-31,0,0,127
0,0,0,0,77,Jim,Sorgi,96,79,0,33,26,61,0,7,17525,10,17525,58,23,3,0,0,62,0,0,0,18,0,0,60,0,28,1015,80,11,22,18,0,0,44,0,2,0,70,8,8,0,0,258,100,2,2,3,0,51,0,0,12,0,3,33,3,0,6,81,25,48,0,476,43,0,1,95,18,50,61,52,0,0,0,0,0,5,75,24,16,12,24,0,41,19,5,0,0,0,43,29,0,43,0,19,11,12,96,0,75,35,999,0,0,-31,0,0,125
3,3,3,3,5,RT,#73,102,79,0,39,7,72,0,7,24163,10,24163,55,23,11,0,0,71,0,0,0,7,0,0,57,0,9,1015,80,25,76,80,0,3,7,0,0,0,70,0,0,0,0,82,100,0,0,3,0,55,0,0,73,2,3,39,3,0,5,13,28,45,0,0,7,0,1,80,7,83,66,58,2,2,2,2,11,37,0,49,11,44,8,0,40,27,18,0,9,9,100,68,44,100,39,45,25,0,102,0,76,121,999,0,0,-31,2,0,128
4,4,4,4,10,Ben,Mahdavi,23,80,0,8,21,74,0,7,24196,10,24196,70,24,12,0,1,82,0,0,0,32,0,0,69,2,63,1009,84,76,18,47,0,9,28,0,0,0,85,0,0,0,0,252,100,2,2,1,0,50,0,0,95,2,1,8,1,0,15,10,13,60,1,457,25,0,1,92,25,68,56,50,2,2,2,2,19,21,19,12,41,10,54,0,79,3,27,0,14,14,100,15,70,70,2,46,0,17,23,0,73,77,999,0,0,-31,0,0,143
4,4,4,4,27,Marcellus,Wiley,1600,84,0,460,18,84,0,9,327,11,327,70,29,0,0,0,87,1,0,0,30,0,0,73,6,22,1009,81,78,25,16,0,3,17,0,0,0,87,0,0,0,0,43,100,0,0,4,0,25,0,0,75,2,4,460,4,0,2,22,79,60,7,528,32,0,1,90,24,82,88,85,2,2,2,2,2,25,22,7,22,10,37,0,34,15,22,0,11,11,0,10,9,0,17,16,0,9,1600,0,76,115,484,0,0,-31,0,0,416
7,7,7,7,28,Keyshawn,Johnson,2000,99,0,400,25,85,0,5,471,11,471,86,31,0,0,0,93,1,0,0,92,0,0,86,6,1,6,93,29,43,59,0,0,63,0,0,0,93,0,0,0,0,231,100,2,2,4,2,90,0,1,19,0,4,400,4,0,1,16,85,87,8,511,77,0,1,65,25,58,87,90,0,0,0,0,0,15,93,0,25,0,37,0,0,0,16,0,3,3,100,39,0,0,0,0,0,0,2000,0,76,52,250,30,0,-31,1,0,255
7,7,7,7,14,James,Whalen,63,65,0,0,30,69,0,4,504,11,504,74,26,8,0,0,73,1,0,0,68,0,0,73,0,28,1009,84,11,49,45,0,8,56,0,2,0,60,0,0,0,0,98,100,0,0,1,0,40,0,0,81,2,1,0,1,0,5,15,18,60,4,527,66,0,1,100,31,62,60,58,0,0,0,0,30,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,5,91,11,2,17,23,63,0,74,84,999,0,4,-31,0,0,128
0,0,0,0,20,Al,Singleton,750,80,0,200,27,78,0,5,513,11,513,76,28,6,0,0,68,1,0,0,54,0,0,76,5,32,1009,78,87,29,50,0,3,28,0,0,0,93,0,0,0,0,208,100,2,2,3,0,32,0,0,51,1,4,200,4,0,4,31,68,55,7,519,27,0,1,77,36,78,85,82,2,2,2,2,0,24,62,24,50,12,16,0,100,27,9,0,13,13,0,27,58,1,0,20,16,25,750,0,74,68,999,0,1,-31,0,0,171
3,3,3,3,16,Leonardo,Carson,60,65,0,0,18,72,0,4,613,11,613,63,27,15,0,0,79,1,0,0,16,0,0,54,5,19,1009,82,80,33,38,0,3,17,0,0,0,72,0,0,0,0,14,100,2,2,1,0,51,0,0,91,2,1,0,1,0,4,28,51,48,4,493,28,0,1,95,24,85,77,65,0,0,0,0,39,16,7,41,49,10,60,0,56,37,25,0,12,12,20,100,35,62,38,0,0,22,60,0,74,145,999,0,1,-31,0,0,171
5,5,5,5,19,Flozell,Adams,2502,70,0,1000,29,65,0,0,735,11,735,46,29,18,0,0,93,1,1,1,23,0,0,45,4,8,1015,76,14,90,95,0,3,35,0,0,0,86,0,0,0,0,118,100,0,0,4,2,0,0,0,76,0,5,1000,5,0,2,16,89,10,6,486,29,0,1,86,14,97,91,90,2,2,2,2,31,25,13,28,4,41,14,46,50,20,28,0,5,5,0,57,66,0,28,45,0,8,2502,0,79,197,999,0,6,-31,0,0,162
3,3,3,3,21,Larry,Allen,3660,70,0,420,35,67,0,5,736,11,736,46,32,21,0,0,95,2,0,0,30,0,0,42,5,17,1015,73,17,86,95,0,2,30,0,0,0,84,0,0,0,0,263,100,0,0,5,0,0,0,0,73,0,6,420,6,0,2,25,88,10,10,487,15,0,1,66,32,97,93,96,2,2,2,2,36,29,19,62,34,32,38,22,78,52,23,0,6,6,0,100,62,77,33,0,0,40,3660,0,75,175,999,0,10,-31,0,0,172
1,1,1,1,19,Greg,Ellis,300,78,0,74,25,82,0,5,740,11,740,74,28,16,0,0,85,1,0,0,33,0,0,72,6,8,1015,73,84,21,25,0,13,28,0,0,0,91,0,0,0,0,135,100,0,0,1,3,20,0,0,98,1,2,74,2,0,1,34,88,54,6,503,33,0,1,90,29,83,92,86,2,2,2,2,8,40,44,46,18,16,43,0,100,32,17,0,10,10,31,66,22,72,16,11,40,17,300,0,78,117,140,0,6,-31,0,0,103
7,7,7,7,32,Dat,Nguyen,1320,88,0,156,36,85,0,7,745,11,745,81,28,8,0,1,80,1,0,0,58,0,0,79,7,24,1015,92,90,21,45,0,8,36,0,0,0,81,0,0,0,0,215,100,0,0,5,2,0,0,0,59,2,6,156,6,0,3,37,82,59,5,515,33,0,1,96,36,75,90,90,2,2,2,2,18,29,20,27,10,9,26,0,75,11,39,0,14,14,0,3,66,75,3,39,0,12,1320,0,71,83,341,0,5,-31,0,0,192
7,7,7,7,29,Dexter,Coakley,2100,82,0,200,18,90,0,0,746,11,746,85,31,0,0,0,83,1,0,0,58,0,0,82,6,5,1015,75,84,31,47,3,3,35,0,0,0,88,2,2,2,2,7,100,0,0,4,1,0,0,0,52,2,5,200,5,0,3,31,81,63,7,496,29,0,1,93,19,73,91,88,2,2,2,2,25,59,70,41,23,32,24,16,36,24,17,0,15,15,15,16,46,74,1,62,0,34,2100,1,70,76,97,0,7,-31,0,0,74
7,2,7,2,23,Darren,Woodson,2000,90,0,230,19,82,0,5,750,11,750,84,35,0,0,0,90,2,0,0,62,0,0,82,4,9,1015,75,85,21,47,0,8,34,0,0,0,69,8,8,8,8,9,100,2,2,4,2,40,0,0,28,1,5,230,5,0,2,25,81,72,12,532,43,0,1,93,28,66,93,95,0,0,0,0,25,30,70,41,23,32,24,16,36,24,17,0,18,18,15,100,10,74,1,62,0,34,2000,0,73,59,999,10,12,-31,0,0,431
7,7,7,7,23,Dan,Campbell,375,70,0,120,20,73,0,13,1021,11,1021,68,28,8,0,0,49,1,0,0,76,0,0,65,0,18,1009,69,20,60,64,0,3,60,0,4,0,62,0,0,0,0,215,100,0,0,2,2,32,0,0,86,2,3,120,3,0,3,27,57,54,5,492,62,0,1,95,21,73,81,76,2,0,2,0,30,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,5,91,1,2,17,23,375,0,77,103,999,8,1,-31,0,0,127
0,0,0,0,84,Vinny,Testaverde,100,82,0,0,20,40,0,7,1092,11,1092,40,40,0,0,1,66,2,8,8,16,0,0,39,7,1,1009,55,23,19,37,0,1,32,0,0,0,80,0,0,0,0,115,100,2,2,1,0,85,0,0,16,0,1,0,1,0,1,89,68,40,17,523,43,0,1,78,23,55,78,88,0,0,0,0,3,5,50,17,19,12,0,0,16,6,0,0,0,0,0,47,0,7,0,23,0,4,100,0,77,75,444,0,0,-31,0,0,388
7,7,7,7,23,Richie,Anderson,390,90,0,90,19,84,0,5,1094,11,1094,80,32,10,0,0,84,2,0,0,82,0,0,82,5,4,1009,75,24,50,53,0,8,71,0,0,0,64,0,0,0,0,164,100,0,0,2,0,35,0,0,20,1,3,90,3,0,6,34,82,58,11,488,71,0,1,94,33,66,92,82,2,2,2,2,11,15,27,32,27,12,44,11,24,23,20,0,2,2,16,20,58,79,0,27,25,7,390,0,74,70,999,0,1,-31,0,0,172
7,7,7,7,19,Eric,Ogbogu,40,41,0,0,16,75,0,5,1104,11,1104,70,28,15,0,0,72,1,0,0,34,0,0,68,6,10,1009,60,66,33,18,0,3,18,0,0,0,77,0,0,0,0,111,100,2,2,1,2,32,0,0,90,2,1,0,1,0,6,23,40,49,6,516,35,0,1,100,27,75,71,64,2,2,2,2,8,40,44,46,18,16,43,0,100,32,17,0,11,11,31,66,22,72,16,11,40,17,40,0,76,110,999,0,1,-31,0,0,179
7,7,7,7,30,Terry,Glenn,905,87,0,115,28,89,0,7,1305,11,1305,91,29,0,0,1,68,1,1,1,89,0,0,88,3,7,20,64,10,21,35,0,0,55,0,0,0,64,0,1,0,1,156,100,2,2,4,0,65,0,0,83,2,5,115,5,0,1,19,78,85,8,504,50,0,1,74,23,48,84,80,0,0,0,0,17,15,100,18,37,0,46,0,39,18,26,0,3,3,51,33,0,9,0,45,0,13,905,0,71,35,181,30,1,-31,0,0,199
3,3,3,3,23,Gennaro,DiNapoli,120,50,0,54,28,67,0,7,1360,11,1360,53,29,13,0,0,88,1,0,0,18,0,0,56,0,17,1009,67,12,86,85,0,3,19,0,2,0,65,0,0,0,0,241,100,0,0,2,0,40,0,0,63,0,2,54,2,0,4,14,64,21,6,501,23,0,1,100,24,85,83,84,0,2,0,2,55,37,0,79,6,49,21,17,78,58,22,0,7,7,100,84,48,77,36,0,25,52,120,0,75,127,999,0,2,-31,0,0,125
1,1,1,1,15,La'Roi,Glover,2250,74,1,290,15,76,0,0,1566,11,1566,64,29,0,1,0,96,2,0,0,23,0,0,64,6,34,1009,85,94,19,27,0,2,17,0,0,0,80,0,0,0,0,180,100,0,0,4,2,0,0,1,97,2,5,290,5,0,5,16,97,45,8,505,28,0,1,96,28,90,97,89,2,2,2,2,11,40,16,26,26,20,26,0,0,16,27,0,12,12,0,19,25,25,5,19,0,22,2250,1,74,125,182,0,1,-31,0,0,200
4,2,4,2,37,Donald,Mitchell,272,85,0,60,29,90,0,7,1755,11,1755,92,27,1,0,1,66,1,1,1,54,0,0,86,4,22,1009,87,56,25,42,0,7,27,0,0,0,90,0,1,0,1,192,100,4,0,2,0,30,0,0,30,2,3,60,3,0,4,19,51,81,5,513,52,0,1,95,24,54,71,64,0,0,0,0,0,5,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,272,0,70,22,999,0,1,-31,0,0,161
0,0,0,0,80,Quincy,Carter,400,90,0,124,26,74,0,5,14113,11,14113,74,26,0,1,0,82,1,0,0,40,0,0,72,5,22,1015,76,32,18,29,0,0,55,0,0,0,45,0,0,0,0,70,100,2,2,2,0,70,0,0,17,1,4,124,4,0,2,92,76,59,3,494,49,0,1,88,26,64,81,72,1,1,2,2,6,19,58,20,23,5,16,12,0,9,7,0,0,0,11,32,0,25,0,22,12,0,400,0,74,53,80,0,3,-31,0,0,65
1,1,1,1,22,Matt,Lehr,63,62,0,0,24,70,0,5,14224,11,14224,52,25,15,0,0,55,1,0,0,15,0,0,55,0,6,1015,79,22,87,84,0,12,23,0,2,0,0,2,2,2,2,241,100,0,0,1,3,30,0,0,68,2,1,0,1,0,5,22,65,21,3,512,18,11,1,95,25,88,82,78,2,2,2,2,36,29,19,62,34,32,38,22,78,52,23,0,8,8,0,100,62,77,33,0,0,40,63,0,74,144,999,0,3,-31,0,0,130
0,1,0,1,16,Daleroy,Stewart,72,76,0,0,23,71,0,0,14262,11,14262,62,25,13,0,0,60,1,0,0,26,0,0,64,6,8,1015,72,73,13,17,0,3,14,0,0,0,0,3,2,3,2,194,100,0,0,1,0,45,0,0,64,2,2,0,2,0,6,19,47,51,3,522,17,0,1,100,14,86,75,65,2,4,2,4,49,22,16,51,19,41,22,19,50,30,22,0,12,12,0,80,50,64,47,0,27,13,72,0,76,167,999,0,3,-31,0,0,179
4,4,4,4,20,Markus,Steele,63,82,0,0,24,75,0,5,14303,11,14303,78,24,6,0,0,83,1,0,0,37,0,0,77,5,27,1015,75,81,19,52,1,2,33,0,0,0,0,6,6,6,6,231,100,0,0,1,0,48,0,0,55,2,1,0,1,0,4,23,29,54,3,521,24,0,1,95,24,66,67,52,4,4,4,4,30,11,0,41,23,7,18,4,37,8,22,0,13,13,60,58,23,74,11,7,23,10,63,0,75,80,999,0,3,-31,0,0,170
6,6,6,6,19,Tony,Dixon,174,73,0,21,17,82,0,0,14332,11,14332,80,25,3,0,0,77,1,0,0,51,0,0,78,5,25,1015,69,78,19,41,0,8,33,0,0,0,0,8,0,8,0,3,100,2,2,2,2,50,0,0,24,2,3,21,3,0,2,18,44,78,3,502,52,0,1,95,18,67,76,74,2,2,2,2,0,23,24,24,23,0,33,0,27,18,9,0,18,18,46,30,10,67,0,8,5,17,174,0,73,53,999,80,3,-31,0,0,170
4,0,4,0,36,Jamal,Brooks,40,66,0,0,15,67,0,5,14804,11,14804,68,27,1,1,0,79,1,0,0,32,0,0,74,5,63,1009,70,77,19,50,1,3,32,0,0,0,77,0,2,0,2,74,100,2,0,1,0,55,0,0,50,2,1,0,1,0,15,26,28,54,3,490,28,0,1,100,19,73,65,64,4,4,4,4,0,50,62,24,50,12,16,0,100,27,9,0,14,14,0,27,58,1,0,20,16,25,40,0,74,80,999,0,3,-31,0,0,170
4,4,4,4,14,Roy,Williams,2040,95,0,144,10,90,0,0,14821,11,14821,88,23,5,0,0,90,0,0,0,74,0,0,87,6,8,1015,90,87,16,15,0,7,38,0,0,0,85,0,0,0,0,157,100,2,2,4,0,40,1,1,31,1,6,144,6,0,1,12,90,84,2,530,40,0,1,96,18,70,95,81,0,0,0,0,0,25,40,0,30,0,50,0,70,0,30,0,17,17,0,60,5,20,0,50,20,10,2040,1,72,75,495,50,2,-31,1,0,422
3,3,3,3,21,Andre,Gurode,375,71,0,55,10,81,0,5,14838,11,14838,53,26,15,0,0,73,0,0,0,21,0,0,47,5,5,1015,87,23,83,85,0,3,22,0,0,0,0,0,2,0,2,41,100,0,0,3,0,0,0,0,65,0,5,55,5,0,2,23,60,29,2,506,20,0,1,82,14,90,80,67,2,2,2,2,60,42,0,100,17,59,53,31,38,0,25,1,8,8,19,74,0,82,51,53,21,20,375,0,76,166,999,10,2,-31,0,0,170
7,7,7,7,22,Antonio,Bryant,240,88,0,60,12,90,1,5,14852,11,14852,91,23,1,0,1,71,0,0,0,84,0,0,90,6,31,1015,74,20,19,21,0,7,59,0,0,0,90,8,0,8,0,166,100,2,2,2,0,35,0,0,88,2,4,60,4,0,2,23,73,86,2,491,56,0,1,60,12,58,82,73,2,2,2,2,0,10,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,240,0,73,32,65,65,2,-31,0,0,53
0,0,0,0,13,Dave,Volk,23,79,0,0,21,52,0,7,15324,11,15324,50,25,16,0,0,50,0,0,0,21,0,0,46,0,63,1009,80,10,70,78,0,2,22,0,0,0,0,2,2,2,2,142,100,0,0,1,0,17,0,0,72,2,1,0,1,0,15,13,18,15,2,524,10,0,1,100,14,84,60,53,1,2,0,2,20,26,18,62,20,21,27,0,47,39,22,0,8,8,63,83,34,70,0,78,51,27,23,0,77,140,999,10,1,-31,0,0,125
7,7,7,7,17,Kenyon,Coleman,165,70,0,0,10,76,0,7,15375,11,15375,72,25,3,0,0,50,0,0,0,22,0,0,66,5,12,23,63,70,23,21,0,3,13,0,0,0,0,2,2,2,2,226,100,0,0,3,0,0,0,0,93,2,4,0,4,0,5,12,44,64,2,497,20,0,1,95,15,76,73,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,165,0,77,125,999,10,0,-31,0,0,170
4,4,4,4,18,Randal,Williams,100,73,0,0,24,88,0,5,15629,11,15629,94,26,10,1,1,59,0,0,0,69,0,0,81,5,63,1009,83,10,15,28,0,1,43,0,0,0,92,0,0,0,0,266,100,2,2,2,0,50,0,0,89,2,2,0,2,0,15,25,31,79,3,529,37,0,1,95,22,53,63,40,0,0,0,0,0,5,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,100,0,75,60,999,70,3,-31,6,0,171
0,0,0,0,18,Billy,Cundiff,38,84,0,0,86,46,0,7,15655,11,15655,43,24,1,0,0,40,0,0,0,27,0,0,42,0,63,1009,87,15,19,21,0,5,21,0,2,0,65,0,0,0,0,51,100,2,2,1,0,50,0,0,3,0,1,0,1,0,15,30,43,30,2,499,21,0,1,95,89,25,79,71,0,0,0,0,1,0,92,3,11,11,17,0,0,0,13,0,19,19,100,0,0,0,10,0,0,0,38,0,73,41,544,0,2,-31,0,0,130
4,3,4,3,32,Cedric,James,60,75,0,0,26,88,0,7,15702,11,15702,86,25,10,0,1,65,0,0,0,64,0,0,75,5,36,1009,85,31,20,27,0,8,48,0,0,0,75,0,0,0,0,207,100,2,2,1,0,55,0,0,80,2,2,0,2,0,4,17,20,78,3,509,49,0,1,95,19,53,58,43,3,2,3,2,0,12,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,60,0,73,39,999,62,1,-31,0,0,170
7,3,7,3,24,Pete,Hunter,305,87,0,7,18,90,0,1,15703,11,15703,91,24,1,0,1,50,0,0,0,58,0,0,90,5,33,1015,89,54,19,25,0,7,34,0,0,0,70,0,0,0,0,265,100,2,2,5,0,50,0,0,47,2,7,7,7,0,5,26,60,87,2,507,24,0,1,89,21,60,75,68,2,2,2,2,0,20,76,21,30,3,18,0,74,16,17,0,16,16,74,20,0,46,1,6,0,6,305,1,74,52,999,52,2,-31,0,0,170
1,1,1,1,21,Javiar,Collins,63,60,0,0,13,49,0,7,15704,11,15704,45,26,19,0,0,76,1,0,0,24,0,0,42,3,63,1009,60,26,76,78,0,2,25,0,0,0,64,0,6,0,6,151,100,2,2,1,0,55,0,0,70,2,1,0,1,0,15,17,31,15,3,498,29,0,1,95,29,85,65,68,2,4,2,4,11,37,0,49,11,44,8,0,40,27,18,0,5,5,100,68,44,100,39,45,25,0,63,0,78,162,999,0,3,-31,0,0,154
5,3,5,3,30,Tyson,Walter,305,58,0,7,24,59,0,6,15705,11,15705,48,26,16,0,0,87,0,0,0,32,1,1,47,0,7,1015,65,16,80,82,0,2,24,0,4,0,93,0,0,0,0,156,100,0,0,5,0,18,0,0,71,0,7,7,7,0,6,30,38,25,2,526,26,0,1,95,20,85,70,65,2,2,2,2,20,26,18,62,20,21,27,0,47,39,22,0,7,7,63,83,34,70,0,78,51,27,305,0,76,150,999,0,2,-31,0,0,125
7,7,7,7,22,Aveion,Cason,63,70,0,0,14,95,0,7,15707,11,15707,94,24,5,0,1,72,1,0,0,66,0,0,85,4,63,19,55,9,26,26,0,7,66,0,0,0,81,8,8,8,8,85,100,2,2,1,0,32,0,0,23,2,1,0,1,0,15,31,60,66,3,495,65,0,1,95,29,60,72,65,0,2,0,2,0,19,66,0,30,0,42,0,0,0,26,0,1,1,0,0,5,100,0,9,0,15,63,0,70,44,999,66,1,-31,0,0,163
7,7,7,7,15,Andrew,Davison,38,55,0,0,32,85,0,7,15730,11,15730,85,24,2,0,0,74,0,0,0,51,0,0,80,3,63,1009,70,48,29,37,0,7,26,6,0,0,68,0,0,0,0,95,100,4,4,1,0,35,0,0,26,2,1,0,1,0,15,21,17,77,2,500,49,0,1,95,18,42,56,47,0,0,0,0,15,5,100,30,26,13,40,8,50,27,16,0,16,16,86,29,0,18,0,29,2,3,38,0,71,25,999,0,1,-31,0,0,152
3,3,3,3,5,Kurt,Vollers,30,83,0,0,5,55,0,7,15763,11,15763,50,25,18,0,0,75,0,0,0,20,0,0,47,0,63,1009,89,26,82,82,1,3,20,0,0,0,81,0,0,0,0,152,100,0,0,1,0,55,0,0,78,2,1,0,1,0,15,5,47,46,2,525,20,0,1,95,5,89,72,67,0,0,0,0,44,31,0,79,32,72,37,0,56,77,2,0,9,9,45,100,11,100,22,70,60,52,30,0,79,157,999,0,1,-31,0,0,125
2,7,2,7,14,Terence,Newman,3500,96,0,1400,10,96,0,7,16526,11,16526,97,25,5,1,0,82,0,0,0,74,0,0,95,5,5,1015,88,57,16,25,0,7,30,0,0,0,85,8,8,8,8,96,100,2,2,6,2,45,0,0,41,0,7,1400,7,0,1,12,85,89,1,514,35,0,1,95,18,48,86,72,0,0,0,0,0,12,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,3500,0,71,28,620,70,1,-31,0,0,309
7,7,7,7,23,Jason,Witten,180,84,0,40,20,82,0,7,16563,11,16563,77,22,8,1,0,87,0,0,0,77,0,0,76,0,5,1015,84,20,54,59,0,3,68,0,4,0,62,0,0,0,0,211,100,0,0,3,0,25,0,0,82,1,4,40,4,0,3,27,59,79,1,531,65,0,1,95,21,69,82,69,2,2,2,2,30,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,5,91,1,2,17,23,180,0,77,97,580,8,1,-31,0,0,126
