txid,date,ptid,pfna,plna,tx,is_tx,tsna_fr,tsna_to,tsna_last,tgid_fr,tgid_to,tgid_last,text,full_c_tx,pfna_c_tx,plna_c_tx,pos_tx,pos_group_tx,pos_unit_tx,pgid,full_c,pfna_c,plna_c,pos,pos_group,pos_unit,page,povr,tsna,tgid,score_full,score_pfna,score_plna,match_pg,match_pu,match_fr,match_to,match_la
1482,2004-08-18,1521.0,Dave,Wohlabaugh,release,1,STL,FA,,24.0,1009.0,,The St. Louis Rams released C Dave Wohlabaugh.,dave wohlabaugh,dave,wohlabaugh,C,C,OL,426,dave wohlabaugh,dave,wohlabaugh,C,C,OL,32,81,STL,24,1.0,1.0,1.0,1,1,1,0,0
1493,2004-08-20,508.0,Oliver,Gibson,sign,1,FA,TB,BUF,1009.0,6.0,3.0,The Tampa Bay Buccaneers signed DT Oliver Gibson.,oliver gibson,oliver,gibson,DT,DT,DL,306,oliver gibson,oliver,gibson,DT,DT,DL,32,75,BUF,3,1.0,1.0,1.0,1,1,0,0,1
1502,2004-08-23,71.0,Bryan,Barker,sign,1,FA,GB,WAS,1009.0,20.0,26.0,The Green Bay Packers signed P Bryan Barker.,bryan barker,bryan,barker,P,P,KP,1062,bryan barker,bryan,barker,P,P,KP,40,71,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1503,2004-08-23,133.0,Tony,Brackens,release,1,JAX,FA,JAX,17.0,1009.0,17.0,The Jacksonville Jaguars released DE Tony Brackens.,tony brackens,tony,brackens,DE,DE,DL,1051,tony brackens,tony,brackens,LE,DE,DL,29,86,JAX,17,1.0,1.0,1.0,1,1,1,0,1
1504,2004-08-23,152.0,Jamal,Brooks,waive,1,DAL,FA,,11.0,1009.0,,The Dallas Cowboys waived LB Jamal Brooks.,jamal brooks,jamal,brooks,LB,LB,LB,14804,jamal brooks,jamal,brooks,MLB,LB,LB,27,65,DAL,11,1.0,1.0,1.0,1,1,1,0,0
1513,2004-08-23,525.0,Jason,Goss,waive,1,ARI,FA,ARI,7.0,1009.0,7.0,The Arizona Cardinals waived CB Jason Goss.,jason goss,jason,goss,CB,CB,DB,17176,jason goss,jason,goss,CB,CB,DB,23,58,ARI,7,1.0,1.0,1.0,1,1,1,0,1
1521,2004-08-23,824.0,Dorsey,Levens,sign,1,FA,PHI,NYG,1009.0,13.0,16.0,The Philadelphia Eagles signed RB Dorsey Levens.,dorsey levens,dorsey,levens,HB,HB,RB,1197,dorsey levens,dorsey,levens,HB,HB,RB,34,77,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1528,2004-08-23,1153.0,Derek,Ross,sign,1,FA,MIN,NO,1009.0,31.0,27.0,The Minnesota Vikings signed CB Derek Ross.,derek ross,derek,ross,CB,CB,DB,14857,derek ross,derek,ross,CB,CB,DB,24,76,ATL,14,1.0,1.0,1.0,1,1,0,0,0
1532,2004-08-24,125.0,Marty,Booker,trade,1,CHI,MIA,,1.0,12.0,,The Chicago Bears traded WR Marty Booker to the Miami Dolphins.,marty booker,marty,booker,WR,WR,WR,239,marty booker,marty,booker,WR,WR,WR,27,88,CHI,1,1.0,1.0,1.0,1,1,1,0,0
1533,2004-08-24,219.0,Quincy,Carter,sign,1,FA,NYJ,DAL,1009.0,18.0,11.0,The New York Jets signed QB Quincy Carter.,quincy carter,quincy,carter,QB,QB,QB,14113,quincy carter,quincy,carter,QB,QB,QB,26,81,DAL,11,1.0,1.0,1.0,1,1,0,0,1
1535,2004-08-24,512.0,Bryan,Gilmore,sign,1,FA,MIA,ARI,1009.0,12.0,7.0,The Miami Dolphins signed WR Bryan Gilmore.,bryan gilmore,bryan,gilmore,WR,WR,WR,15412,bryan gilmore,bryan,gilmore,WR,WR,WR,25,70,ARI,7,1.0,1.0,1.0,1,1,0,0,1
1541,2004-08-24,1010.0,Adewale,Ogunleye,trade,1,MIA,CHI,MIA,12.0,1.0,12.0,The Miami Dolphins traded DE Adewale Ogunleye to the Chicago Bears.,adewale ogunleye,adewale,ogunleye,DE,DE,DL,15668,adewale ogunleye,adewale,ogunleye,LE,DE,DL,26,91,MIA,12,1.0,1.0,1.0,1,1,1,0,1
1550,2004-08-24,1516.0,Brandon,Winey,sign,1,FA,NYG,WAS,1009.0,16.0,26.0,The New York Giants signed T Brandon Winey.,brandon winey,brandon,winey,T,T,OL,14209,brandon winey,brandon,winey,LT,T,OL,26,60,WAS,26,1.0,1.0,1.0,1,1,0,0,1
1552,2004-08-25,284.0,Javiar,Collins,trade,1,DAL,CAR,,11.0,21.0,,The Dallas Cowboys traded T Javiar Collins to the Carolina Panthers.,javiar collins,javiar,collins,T,T,OL,15704,javiar collins,javiar,collins,LT,T,OL,26,65,DAL,11,1.0,1.0,1.0,1,1,1,0,0
1553,2004-08-25,401.0,Chad,Eaton,sign,1,FA,DAL,SEA,1009.0,11.0,28.0,The Dallas Cowboys signed NT Chad Eaton.,chad eaton,chad,eaton,DT,DT,DL,1342,chad eaton,chad,eaton,DT,DT,DL,32,85,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1556,2004-08-25,635.0,Kenny,Holmes,sign,1,FA,GB,,1009.0,20.0,,The Green Bay Packers signed DE Kenny Holmes.,kenny holmes,kenny,holmes,DE,DE,DL,1718,kenny holmes,kenny,holmes,RE,DE,DL,30,82,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1557,2004-08-25,916.0,James,McKnight,release,1,NYG,FA,NYG,16.0,1009.0,16.0,The New York Giants released WR James McKnight.,james mcknight,james,mcknight,WR,WR,WR,758,james mcknight,james,mcknight,WR,WR,WR,32,74,NYG,16,1.0,1.0,1.0,1,1,1,0,1
1558,2004-08-25,1026.0,Solomon,Page,sign,1,FA,NYG,DET,1009.0,16.0,19.0,The New York Giants signed T Solomon Page.,solomon page,solomon,page,T,T,OL,738,solomon page,solomon,page,RT,T,OL,28,85,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1562,2004-08-26,40.0,Scotty,Anderson,waive,1,ARI,FA,ARI,7.0,1009.0,7.0,The Arizona Cardinals waived WR Scotty Anderson.,scotty anderson,scotty,anderson,WR,WR,WR,14147,scotty anderson,scotty,anderson,WR,WR,WR,23,65,DET,19,1.0,1.0,1.0,1,1,0,0,0
1566,2004-08-26,275.0,Clarence,Coleman,waive,1,BUF,FA,,3.0,1009.0,,The Buffalo Bills waived WR Clarence Coleman.,clarence coleman,clarence,coleman,WR,WR,WR,17081,clarence coleman,clarence,coleman,WR,WR,WR,24,67,BUF,3,1.0,1.0,1.0,1,1,1,0,0
1569,2004-08-26,1316.0,J.J.,Stokes,release,1,NE,FA,NE,22.0,1009.0,22.0,The New England Patriots released WR J.J. Stokes.,jj stokes,jj,stokes,WR,WR,WR,967,jj stokes,jj,stokes,WR,WR,WR,31,69,NE,22,1.0,1.0,1.0,1,1,1,0,1
1578,2004-08-27,1423.0,Shane,Walton,waive,1,IND,FA,IND,10.0,1009.0,10.0,The Indianapolis Colts waived S Shane Walton.,shane walton,shane,walton,S,S,DB,16985,shane walton,shane,walton,FS,S,DB,24,64,STL,24,1.0,1.0,1.0,1,1,0,0,0
1585,2004-08-30,56.0,Billy,Baber,waive,1,KC,FA,,9.0,1009.0,,The Kansas City Chiefs waived TE Billy Baber.,billy baber,billy,baber,TE,TE,TE,14184,billy baber,billy,baber,TE,TE,TE,25,62,KC,9,1.0,1.0,1.0,1,1,1,0,0
1589,2004-08-30,172.0,James,Broyles,waive,1,GB,FA,,20.0,1009.0,,The Green Bay Packers waived G James Broyles.,james broyles,james,broyles,G,G,OL,26371,james broyles,james,broyles,RG,G,OL,26,60,GB,20,1.0,1.0,1.0,1,1,1,0,0
1608,2004-08-30,374.0,Brandon,Doman,waive,1,SF,FA,SF,15.0,1009.0,15.0,The San Francisco 49ers waived QB Brandon Doman.,brandon doman,brandon,doman,QB,QB,QB,15667,brandon doman,brandon,doman,QB,QB,QB,26,65,SF,15,1.0,1.0,1.0,1,1,1,0,1
1619,2004-08-30,549.0,Andy,Groom,waive,1,SF,FA,,15.0,1009.0,,The San Francisco 49ers waived P Andy Groom.,andy groom,andy,groom,P,P,KP,16629,andy groom,andy,groom,P,P,KP,25,72,SF,15,1.0,1.0,1.0,1,1,1,0,0
1621,2004-08-30,592.0,Matt,Hatchette,release,1,JAX,FA,,17.0,1009.0,,The Jacksonville Jaguars released WR Matt Hatchette.,matt hatchette,matt,hatchette,WR,WR,WR,1788,matthew hatchette,matthew,hatchette,WR,WR,WR,30,66,JAX,17,0.85,0.86,1.0,1,1,1,0,0
1630,2004-08-30,696.0,Doug,Johnson,release,1,JAX,FA,JAX,17.0,1009.0,17.0,The Jacksonville Jaguars released QB#3 Doug Johnson.,doug johnson,doug,johnson,QB,QB,QB,16058,doug johnson,doug,johnson,QB,QB,QB,26,73,JAX,17,1.0,1.0,1.0,1,1,1,0,1
1643,2004-08-30,938.0,Kevin,Mitchell,release,1,WAS,FA,WAS,26.0,1009.0,26.0,The Washington Redskins released LB Kevin Mitchell.,kevin mitchell,kevin,mitchell,LB,LB,LB,1547,kevin mitchell,kevin,mitchell,MLB,LB,LB,33,81,WAS,26,1.0,1.0,1.0,1,1,1,0,1
1648,2004-08-30,1009.0,Marques,Ogden,waive,1,JAX,FA,,17.0,1009.0,,The Jacksonville Jaguars waived DT Marques Ogden.,marques ogden,marques,ogden,DT,DT,DL,17142,marques ogden,marques,ogden,RG,G,OL,23,61,JAX,17,1.0,1.0,1.0,0,0,1,0,0
1649,2004-08-30,1055.0,Scott,Peters,waive,1,NYG,FA,,16.0,1009.0,,The New York Giants waived G Scott Peters.,scott peters,scott,peters,G,G,OL,14983,scott peters,scott,peters,C,C,OL,24,62,NYG,16,1.0,1.0,1.0,0,1,1,0,0
1652,2004-08-30,1076.0,Alvin,Porter,waive,1,CIN,FA,,2.0,1009.0,,The Cincinnati Bengals waived DB Alvin Porter.,alvin porter,alvin,porter,DB,,DB,15444,alvin porter,alvin,porter,CB,CB,DB,27,66,CIN,2,1.0,1.0,1.0,0,1,1,0,0
1658,2004-08-30,1163.0,Cliff,Russell,waive,1,WAS,FA,,26.0,1009.0,,The Washington Redskins waived WR\Q Cliff Russell.,cliff russell,cliff,russell,WR,WR,WR,14855,cliff russell,cliff,russell,WR,WR,WR,25,67,WAS,26,1.0,1.0,1.0,1,1,1,0,0
1670,2004-08-30,1312.0,Quincy,Stewart,waive,1,NYJ,FA,,18.0,1009.0,,The New York Jets waived LB Quincy Stewart.,quincy stewart,quincy,stewart,LB,LB,LB,14809,quincy stewart,quincy,stewart,LOLB,LB,LB,24,60,NYJ,18,1.0,1.0,1.0,1,1,1,0,0
1675,2004-08-30,1479.0,Terrence,Wilkins,release,1,MIA,FA,MIA,12.0,1009.0,12.0,The Miami Dolphins released WR Terrence Wilkins.,terrence wilkins,terrence,wilkins,WR,WR,WR,705,terrence wilkins,terrence,wilkins,WR,WR,WR,28,72,MIA,12,1.0,1.0,1.0,1,1,1,0,1
1677,2004-08-30,1535.0,Jason,Wright,waive,1,SF,FA,SF,15.0,1009.0,15.0,The San Francisco 49ers waived RB Jason Wright.,jason wright,jason,wright,HB,HB,RB,24155,jason wright,jason,wright,HB,HB,RB,22,61,SF,15,1.0,1.0,1.0,1,1,1,0,1
1678,2004-08-31,5.0,Blue,Adams,sign,1,FA,CHI,JAX,1009.0,1.0,17.0,The Chicago Bears signed CB Blue Adams.,blue adams,blue,adams,CB,CB,DB,17249,blue adams,blue,adams,CB,CB,DB,24,61,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1692,2004-08-31,155.0,Antonio,Brown,waive,1,BUF,FA,,3.0,1009.0,,The Buffalo Bills waived WR Antonio Brown.,antonio brown,antonio,brown,WR,WR,WR,17226,antonio brown,antonio,brown,WR,WR,WR,26,63,BUF,3,1.0,1.0,1.0,1,1,1,0,0
1693,2004-08-31,164.0,Ralph,Brown,release,1,WAS,FA,WAS,26.0,1009.0,26.0,The Washington Redskins released DB Ralph Brown.,ralph brown,ralph,brown,DB,,DB,1034,ralph brown,ralph,brown,CB,CB,DB,25,70,WAS,26,1.0,1.0,1.0,0,1,1,0,1
1694,2004-08-31,189.0,Nick,Burley,waive,1,STL,FA,,24.0,1009.0,,The St. Louis Rams waived FB Nick Burley.,nick burley,nick,burley,FB,FB,RB,24182,nick burley,nick,burley,LE,DE,DL,24,59,STL,24,1.0,1.0,1.0,0,0,1,0,0
1701,2004-08-31,273.0,Chris,Cole,release,1,OAK,FA,OAK,23.0,1009.0,23.0,The Oakland Raiders released WR Chris Cole.,chris cole,chris,cole,WR,WR,WR,395,chris cole,chris,cole,WR,WR,WR,26,71,OAK,23,1.0,1.0,1.0,1,1,1,0,1
1708,2004-08-31,351.0,Curry,Dawson,waive,1,HOU,FA,HOU,32.0,1009.0,32.0,The Houston Texans waived OL Curry Dawson.,curry dawson,curry,dawson,OL,,OL,17535,curry dawson,curry,dawson,RT,T,OL,24,58,HOU,32,1.0,1.0,1.0,0,1,1,0,1
1712,2004-08-31,410.0,Terrence,Edwards,waive,1,ATL,FA,,14.0,1009.0,,The Atlanta Falcons waived QB#3 Terrence Edwards.,terrence edwards,terrence,edwards,QB,QB,QB,17190,terrence edwards,terrence,edwards,WR,WR,WR,25,61,ATL,14,1.0,1.0,1.0,0,0,1,0,0
1714,2004-08-31,430.0,Terry,Fair,release,1,PIT,FA,,29.0,1009.0,,The Pittsburgh Steelers released CB Terry Fair.,terry fair,terry,fair,CB,CB,DB,1163,terry fair,terry,fair,CB,CB,DB,28,72,PIT,29,1.0,1.0,1.0,1,1,1,0,0
1716,2004-08-31,466.0,Vernon,Fox,waive,1,SD,FA,SD,8.0,1009.0,8.0,The San Diego Chargers waived S Vernon Fox.,vernon fox,vernon,fox,S,S,DB,17063,vernon fox,vernon,fox,SS,S,DB,24,73,SD,8,1.0,1.0,1.0,1,1,1,0,1
1721,2004-08-31,530.0,Bill,Gramatica,waive,1,NYG,FA,NYG,16.0,1009.0,16.0,The New York Giants waived K Bill Gramatica.,bill gramatica,bill,gramatica,K,K,KP,14354,bill gramatica,bill,gramatica,K,K,KP,25,72,NYG,16,1.0,1.0,1.0,1,1,1,0,1
1725,2004-08-31,557.0,Andy,Hall,waive,1,PHI,FA,PHI,13.0,1009.0,13.0,The Philadelphia Eagles waived QB#3 Andy Hall.,andy hall,andy,hall,QB,QB,QB,17528,andy hall,andy,hall,QB,QB,QB,23,63,PHI,13,1.0,1.0,1.0,1,1,1,0,1
1726,2004-08-31,562.0,Troy,Hambrick,trade,1,OAK,ARI,OAK,23.0,7.0,23.0,The Oakland Raiders traded RB Troy Hambrick to the Arizona Cardinals.,troy hambrick,troy,hambrick,HB,HB,RB,16107,troy hambrick,troy,hambrick,HB,HB,RB,27,75,OAK,23,1.0,1.0,1.0,1,1,1,0,1
1728,2004-08-31,579.0,Claude,Harriott,waive,1,CHI,FA,CHI,1.0,1009.0,1.0,The Chicago Bears waived DE Claude Harriott.,claude harriott,claude,harriott,DE,DE,DL,17409,claude harriott,claude,harriott,RE,DE,DL,23,62,CHI,1,1.0,1.0,1.0,1,1,1,0,1
1732,2004-08-31,601.0,Jamie,Henderson,sign,1,FA,NYJ,,1009.0,18.0,,The New York Jets signed DB Jamie Henderson.,jamie henderson,jamie,henderson,DB,,DB,14310,jamie henderson,jamie,henderson,CB,CB,DB,25,66,FA,1009,1.0,1.0,1.0,0,1,1,0,0
1734,2004-08-31,641.0,Kevin,House,waive,1,SD,FA,SD,8.0,1009.0,8.0,The San Diego Chargers waived CB Kevin House.,kevin house,kevin,house,CB,CB,DB,15720,kevin house,kevin,house,CB,CB,DB,25,68,SD,8,1.0,1.0,1.0,1,1,1,0,1
1736,2004-08-31,677.0,Cedric,James,waive,1,DAL,FA,,11.0,1009.0,,The Dallas Cowboys waived WR Cedric James.,cedric james,cedric,james,WR,WR,WR,15702,cedric james,cedric,james,WR,WR,WR,25,58,DAL,11,1.0,1.0,1.0,1,1,1,0,0
1738,2004-08-31,709.0,Riall,Johnson,waive,1,DEN,FA,DEN,4.0,1009.0,4.0,The Denver Broncos waived OLB Riall Johnson.,riall johnson,riall,johnson,OLB,LB,LB,15679,riall johnson,riall,johnson,LOLB,LB,LB,26,66,ARI,7,1.0,1.0,1.0,1,1,0,0,0
1750,2004-08-31,858.0,Billy,Lyon,release,1,MIN,FA,,31.0,1009.0,,The Minnesota Vikings released DT Billy Lyon.,billy lyon,billy,lyon,DT,DT,DL,1238,billy lyon,billy,lyon,DT,DT,DL,30,68,MIN,31,1.0,1.0,1.0,1,1,1,0,0
1753,2004-08-31,882.0,Shane,Matthews,sign,1,FA,BUF,,1009.0,3.0,,The Buffalo Bills signed QB Shane Matthews.,shane matthews,shane,matthews,QB,QB,QB,4,shane matthews,shane,matthews,QB,QB,QB,34,71,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1756,2004-08-31,931.0,Freddie,Milons,waive,1,PIT,FA,,29.0,1009.0,,The Pittsburgh Steelers waived WR Freddie Milons.,freddie milons,freddie,milons,WR,WR,WR,14980,freddie milons,freddie,milons,WR,WR,WR,24,61,PIT,29,1.0,1.0,1.0,1,1,1,0,0
1757,2004-08-31,937.0,Donald,Mitchell,release,1,DAL,FA,,11.0,1009.0,,The Dallas Cowboys released CB Donald Mitchell.,donald mitchell,donald,mitchell,CB,CB,DB,1755,donald mitchell,donald,mitchell,CB,CB,DB,27,71,DAL,11,1.0,1.0,1.0,1,1,1,0,0
1758,2004-08-31,997.0,Josh,Norman,waive,1,SD,FA,SD,8.0,1009.0,8.0,The San Diego Chargers waived TE Josh Norman.,josh norman,josh,norman,TE,TE,TE,15336,josh norman,josh,norman,TE,TE,TE,23,66,SD,8,1.0,1.0,1.0,1,1,1,0,1
1761,2004-08-31,1054.0,Jason,Peters,waive,1,BUF,FA,BUF,3.0,1009.0,3.0,The Buffalo Bills waived OL Jason Peters.,jason peters,jason,peters,OL,,OL,0,jason peters,jason,peters,LT,T,OL,22,78,BUF,3,1.0,1.0,1.0,0,1,1,0,1
1764,2004-08-31,1089.0,Mike,Quinn,release,1,DEN,FA,DEN,4.0,1009.0,4.0,The Denver Broncos released QB#3 Mike Quinn.,mike quinn,mike,quinn,QB,QB,QB,16007,mike quinn,mike,quinn,QB,QB,QB,30,65,DEN,4,1.0,1.0,1.0,1,1,1,0,1
1768,2004-08-31,1138.0,Travaris,Robinson,waive,1,ATL,FA,ATL,14.0,1009.0,14.0,The Atlanta Falcons waived S/CB Travaris Robinson.,travaris robinson,travaris,robinson,S,S,DB,17191,travaris robinson,travaris,robinson,FS,S,DB,22,66,TB,6,1.0,1.0,1.0,1,1,0,0,0
1769,2004-08-31,1157.0,Raleigh,Roundtree,release,1,ARI,FA,,7.0,1009.0,,The Arizona Cardinals released OL Raleigh Roundtree.,raleigh roundtree,raleigh,roundtree,OL,,OL,580,raleigh roundtree,raleigh,roundtree,RG,G,OL,28,69,ARI,7,1.0,1.0,1.0,0,1,1,0,0
1772,2004-08-31,1183.0,O.J.,Santiago,release,1,DEN,FA,DEN,4.0,1009.0,4.0,The Denver Broncos released TE O.J. Santiago.,oj santiago,oj,santiago,TE,TE,TE,17198,oj santiago,oj,santiago,TE,TE,TE,30,73,DEN,4,1.0,1.0,1.0,1,1,1,0,1
1780,2004-08-31,1298.0,Markus,Steele,waive,1,DAL,FA,,11.0,1009.0,,The Dallas Cowboys waived LB Markus Steele.,markus steele,markus,steele,LB,LB,LB,14303,markus steele,markus,steele,LOLB,LB,LB,24,67,DAL,11,1.0,1.0,1.0,1,1,1,0,0
1785,2004-08-31,1335.0,Joe,Tafoya,waive,1,ARI,FA,ARI,7.0,1009.0,7.0,The Arizona Cardinals waived DE Joe Tafoya.,joe tafoya,joe,tafoya,DE,DE,DL,16994,joe tafoya,joe,tafoya,LE,DE,DL,31,60,CHI,1,1.0,1.0,1.0,1,1,0,0,0
1791,2004-08-31,1420.0,Rod,Walker,release,1,CAR,FA,CAR,21.0,1009.0,21.0,The Carolina Panthers released DT Rod Walker.,rod walker,rod,walker,DT,DT,DL,14787,rod walker,rod,walker,DT,DT,DL,27,76,CAR,21,1.0,1.0,1.0,1,1,1,0,1
1793,2004-08-31,1471.0,Jason,Whittle,trade,1,TB,NYG,,6.0,16.0,,The Tampa Bay Buccaneers traded G Jason Whittle to the New York Giants.,jason whittle,jason,whittle,G,G,OL,1022,jason whittle,jason,whittle,LT,T,OL,29,76,TB,6,1.0,1.0,1.0,0,1,1,0,0
1796,2004-08-31,1482.0,Brock,Williams,waive,1,CHI,FA,CHI,1.0,1009.0,1.0,The Chicago Bears waived CB Brock Williams.,brock williams,brock,williams,CB,CB,DB,14319,brock williams,brock,williams,CB,CB,DB,24,62,CHI,1,1.0,1.0,1.0,1,1,1,0,1
1798,2004-08-31,1495.0,Ricky,Williams,retire,1,,FA,MIA,,1009.0,12.0,RB Ricky Williams retired from the NFL.,ricky williams,ricky,williams,HB,HB,RB,1554,ricky williams,ricky,williams,HB,HB,RB,27,94,MIA,12,1.0,1.0,1.0,1,1,0,0,1
1802,2004-08-31,1541.0,Max,Yates,waive,1,MIN,FA,,31.0,1009.0,,The Minnesota Vikings waived LB Max Yates.,max yates,max,yates,LB,LB,LB,15302,max yates,max,yates,MLB,LB,LB,23,54,MIN,31,1.0,1.0,1.0,1,1,1,0,0
1804,2004-08-31,1548.0,Walter,Young,waive,1,CAR,FA,,21.0,1009.0,,The Carolina Panthers waived WR Walter Young.,walter young,walter,young,WR,WR,WR,16685,walter young,walter,young,WR,WR,WR,24,62,CAR,21,1.0,1.0,1.0,1,1,1,0,0
1805,2004-08-31,1552.0,Peppi,Zellner,trade,1,OAK,ARI,OAK,23.0,7.0,23.0,The Oakland Raiders traded DE Peppi Zellner to the Arizona Cardinals.,peppi zellner,peppi,zellner,DE,DE,DL,768,peppi zellner,peppi,zellner,LE,DE,DL,29,65,FA,1009,1.0,1.0,1.0,1,1,0,0,0
1807,2004-09-01,8.0,Chidi,Ahanotu,sign,1,FA,MIA,,1009.0,12.0,,The Miami Dolphins signed T Chidi Ahanotu.,chidi ahanotu,chidi,ahanotu,T,T,OL,479,chidi ahanotu,chidi,ahanotu,LE,DE,DL,33,73,FA,1009,1.0,1.0,1.0,0,0,1,0,0
1809,2004-09-01,224.0,Aveion,Cason,sign,1,FA,ARI,DAL,1009.0,7.0,11.0,The Arizona Cardinals signed RB Aveion Cason.,aveion cason,aveion,cason,HB,HB,RB,15707,aveion cason,aveion,cason,HB,HB,RB,24,72,DAL,11,1.0,1.0,1.0,1,1,0,0,1
1812,2004-09-01,294.0,Brett,Conway,sign,1,FA,MIN,,1009.0,31.0,,The Minnesota Vikings signed K Brett Conway.,brett conway,brett,conway,K,K,KP,1526,brett conway,brett,conway,K,K,KP,29,73,FA,1009,1.0,1.0,1.0,1,1,1,0,0
1815,2004-09-01,380.0,Hugh,Douglas,sign,1,FA,PHI,JAX,1009.0,13.0,17.0,The Philadelphia Eagles signed LB Hugh Douglas.,hugh douglas,hugh,douglas,LB,LB,LB,844,hugh douglas,hugh,douglas,RE,DE,DL,32,88,JAX,17,1.0,1.0,1.0,0,0,0,0,1
1817,2004-09-01,414.0,Aaron,Elling,waive,1,MIN,FA,,31.0,1009.0,,The Minnesota Vikings waived K Aaron Elling.,aaron elling,aaron,elling,K,K,KP,17100,aaron elling,aaron,elling,K,K,KP,26,79,MIN,31,1.0,1.0,1.0,1,1,1,0,0
1822,2004-09-01,753.0,Eric,Kelly,waive,1,CHI,FA,CHI,1.0,1009.0,1.0,The Chicago Bears waived CB Eric Kelly.,eric kelly,eric,kelly,CB,CB,DB,14312,eric kelly,eric,kelly,CB,CB,DB,27,66,MIN,31,1.0,1.0,1.0,1,1,0,0,0
1829,2004-09-01,1181.0,Lewis,Sanders,sign,1,FA,CLE,JAX,1009.0,5.0,17.0,The Cleveland Browns signed DB Lewis Sanders.,lewis sanders,lewis,sanders,DB,,DB,464,lewis sanders,lewis,sanders,CB,CB,DB,27,70,JAX,17,1.0,1.0,1.0,0,1,0,0,1
1835,2004-09-01,1478.0,Marcus,Wilkins,sign,1,FA,CIN,ARI,1009.0,2.0,7.0,The Cincinnati Bengals signed OLB Marcus Wilkins.,marcus wilkins,marcus,wilkins,OLB,LB,LB,16518,marcus wilkins,marcus,wilkins,ROLB,LB,LB,24,62,GB,20,1.0,1.0,1.0,1,1,0,0,0
